,county,state,population,dc,obs_dr,pred_dr,pred_dc,pred_dr_err_low,pred_dr_err_upp,pred_dc_err_low,pred_dc_err_upp
732,Scott,IN,20991,9.0,4.287551807917679,4.483255e-05,9.0,3.20085e-05,5.90064e-05,4.0,15.0
733,Shelby,IN,40307,16.0,3.9695338278710897,4.25559e-05,17.0,3.21276e-05,5.46795e-05,8.0,24.0
734,Spencer,IN,19490,4.0,2.0523345305284764,3.752045e-05,7.0,2.62177e-05,5.11903e-05,2.0,12.0
735,St. joseph,IN,247052,0.0,0.0,6.7334950000000005e-06,17.0,4.45642e-06,9.50637e-06,8.0,26.0
736,Starke,IN,22747,10.0,4.396184112190618,4.525635e-05,10.0,3.16647e-05,5.78688e-05,4.0,16.0
737,Steuben,IN,27446,5.0,1.8217590905778616,3.498575e-05,10.0,2.43158e-05,4.65757e-05,4.0,15.0
738,Sullivan,IN,18993,10.0,5.265097667561733,4.788785e-05,9.0,3.20849e-05,6.16508e-05,3.0,14.0
739,Switzerland,IN,7738,1.0,1.2923235978288965,4.027085e-05,3.0,2.66574e-05,5.58255e-05,0.0,6.0
740,Tippecanoe,IN,130598,28.0,2.143983828236267,2.7348599999999998e-05,35.0,2.11013e-05,3.39762e-05,21.0,47.0
741,Tipton,IN,16119,2.0,1.2407717600347417,3.703365e-05,6.0,2.39566e-05,5.04155e-05,1.0,10.0
742,Union,IN,6976,2.0,2.86697247706422,4.32305e-05,3.0,2.81371e-05,5.85875e-05,0.0,6.0
743,Vanderburgh,IN,165058,48.0,2.908068678888633,3.241915e-05,53.0,2.59476e-05,3.92703e-05,37.0,69.0
744,Vermillion,IN,16773,8.0,4.769570142490909,4.63046e-05,8.0,3.25139e-05,6.17128e-05,2.0,12.0
745,Vigo,IN,106107,28.0,2.6388456934980726,3.174845e-05,33.0,2.41675e-05,3.95883e-05,20.0,45.0
746,Wabash,IN,35069,9.0,2.566369157945764,3.6719650000000003e-05,13.0,2.57243e-05,4.79631e-05,5.0,19.0
747,Warren,IN,8176,2.0,2.4461839530332683,4.233975e-05,3.0,2.7979e-05,5.8589e-05,0.0,6.0
748,Warrick,IN,44920,12.0,2.671415850400712,3.583005e-05,16.0,2.56092e-05,4.6695e-05,7.0,23.0
749,Washington,IN,23717,2.0,0.8432769743222162,3.2249150000000006e-05,8.0,2.11533e-05,4.4056e-05,2.0,12.0
750,Wayne,IN,71951,17.0,2.362719072702256,3.178775e-05,22.0,2.36475e-05,4.10028e-05,12.0,32.0
751,Wells,IN,25948,8.0,3.083089255433945,3.992725e-05,10.0,2.77852e-05,5.26073e-05,4.0,16.0
752,White,IN,23265,9.0,3.868471953578336,4.3143400000000004e-05,10.0,2.89914e-05,5.54939e-05,3.0,15.0
753,Whitley,IN,27651,5.0,1.8082528660807928,3.52395e-05,10.0,2.421e-05,4.72466e-05,3.0,15.0
754,Adair,IA,8409,3.0,3.567606136282554,4.4260850000000005e-05,4.0,2.86482e-05,5.95724e-05,1.0,7.0
755,Adams,IA,4866,0.0,0.0,4.1462200000000004e-05,2.0,2.6889e-05,5.79914e-05,0.0,4.0
756,Allamakee,IA,13855,6.0,4.330566582461205,4.51428e-05,6.0,3.08172e-05,5.99444e-05,1.0,10.0
757,Appanoose,IA,13743,4.0,2.910572655169905,4.135665e-05,6.0,2.89047e-05,5.62059e-05,1.0,9.0
758,Audubon,IA,7334,3.0,4.090537223888737,4.51849e-05,3.0,3.11987e-05,6.28809e-05,0.0,6.0
759,Benton,IA,22429,5.0,2.229256765794284,3.7427550000000004e-05,8.0,2.64117e-05,5.01153e-05,4.0,14.0
760,Black hawk,IA,123798,0.0,0.0,1.17056e-05,14.0,7.3022e-06,1.59368e-05,6.0,22.0
761,Boone,IA,25186,7.0,2.7793218454697053,3.891345e-05,10.0,2.65801e-05,5.11296e-05,3.0,15.0
762,Bremer,IA,22813,11.0,4.821812124665761,4.646425e-05,10.0,3.22854e-05,6.01263e-05,4.0,16.0
763,Buchanan,IA,20844,5.0,2.398771828823642,3.824525e-05,8.0,2.60211e-05,5.11414e-05,3.0,13.0
764,Buena vista,IA,19965,0.0,0.0,3.11329e-05,6.0,1.97973e-05,4.27382e-05,1.0,10.0
765,Butler,IA,15731,9.0,5.721187464242578,4.848615e-05,7.0,3.36044e-05,6.31884e-05,2.0,12.0
766,Calhoun,IA,11508,6.0,5.213764337851929,4.723105e-05,5.0,3.2464e-05,6.29098e-05,1.0,9.0
767,Carroll,IA,21423,8.0,3.734304252438968,4.26557e-05,9.0,2.97124e-05,5.52758e-05,3.0,14.0
768,Cass,IA,15128,3.0,1.9830777366472765,3.8674099999999996e-05,6.0,2.57398e-05,5.22951e-05,2.0,10.0
769,Cedar,IA,17381,8.0,4.602727115816121,4.550775e-05,8.0,3.05136e-05,5.96412e-05,3.0,13.0
770,Cerro gordo,IA,46733,0.0,0.0,2.19435e-05,10.0,1.4469e-05,3.13522e-05,3.0,16.0
771,Cherokee,IA,14098,6.0,4.255922825932756,4.548575e-05,6.0,3.00029e-05,5.986e-05,1.0,10.0
772,Chickasaw,IA,13295,6.0,4.512974802557353,4.52715e-05,6.0,3.10941e-05,6.08551e-05,2.0,10.0
773,Clarke,IA,8287,0.0,0.0,3.861315e-05,3.0,2.45537e-05,5.30907e-05,0.0,6.0
774,Clay,IA,17585,2.0,1.1373329542223487,3.558835e-05,6.0,2.23397e-05,4.78303e-05,1.0,10.0
775,Clayton,IA,19054,5.0,2.62412091949197,3.948585e-05,7.0,2.63904e-05,5.28608e-05,2.0,12.0
776,Clinton,IA,51040,15.0,2.938871473354232,3.658555e-05,18.0,2.65955e-05,4.69828e-05,9.0,26.0
777,Crawford,IA,16775,5.0,2.980625931445604,4.138145e-05,7.0,2.85264e-05,5.56272e-05,2.0,11.0
778,Dallas,IA,29755,7.0,2.3525457906234246,3.66051e-05,11.0,2.54861e-05,4.85277e-05,4.0,17.0
779,Davis,IA,8312,2.0,2.4061597690086622,4.199665e-05,3.0,2.62443e-05,5.63741e-05,0.0,6.0
780,Decatur,IA,8338,4.0,4.797313504437516,4.59315e-05,4.0,3.13286e-05,6.28972e-05,1.0,7.0
781,Delaware,IA,18035,6.0,3.3268644302744663,4.22392e-05,7.0,2.87141e-05,5.55228e-05,2.0,12.0
782,Des moines,IA,42614,0.0,0.0,2.278245e-05,10.0,1.49024e-05,3.10776e-05,3.0,15.0
783,Dickinson,IA,14909,3.0,2.0122073915084844,3.87642e-05,6.0,2.51622e-05,5.21142e-05,2.0,10.0
784,Dubuque,IA,86403,27.0,3.1248914968230275,3.5834549999999994e-05,31.0,2.74822e-05,4.49097e-05,19.0,42.0
785,Emmet,IA,11569,0.0,0.0,3.63e-05,4.0,2.2254e-05,4.97606e-05,0.0,7.0
786,Fayette,IA,21843,13.0,5.951563429931785,5.057865e-05,11.0,3.63511e-05,6.50345e-05,5.0,17.0
787,Floyd,IA,17058,5.0,2.931175987806308,4.109075e-05,7.0,2.77778e-05,5.51975e-05,2.0,11.0
788,Franklin,IA,11364,4.0,3.5198873636043646,4.365735e-05,5.0,3.02265e-05,5.87859e-05,0.0,8.0
789,Fremont,IA,8226,3.0,3.646973012399708,4.49319e-05,3.0,2.93549e-05,6.03458e-05,0.0,6.0
790,Greene,IA,10045,8.0,7.964161274265804,5.188815e-05,5.0,3.57295e-05,6.90799e-05,1.0,9.0
791,Grundy,IA,12029,3.0,2.4939728988278325,4.114155e-05,5.0,2.8087e-05,5.73961e-05,1.0,8.0
792,Guthrie,IA,10935,2.0,1.828989483310471,4.03551e-05,4.0,2.62132e-05,5.39085e-05,1.0,8.0
793,Hamilton,IA,16071,7.0,4.355671706801069,4.490045e-05,7.0,3.14689e-05,6.12948e-05,3.0,12.0
794,Hancock,IA,12638,4.0,3.1650577623041625,4.23924e-05,5.0,2.81677e-05,5.74564e-05,1.0,9.0
795,Hardin,IA,19094,6.0,3.142348381690583,4.082305e-05,8.0,2.88572e-05,5.45735e-05,2.0,12.0
796,Harrison,IA,14730,9.0,6.109979633401222,4.950595e-05,7.0,3.49858e-05,6.62654e-05,3.0,12.0
797,Henry,IA,19226,3.0,1.5603869759700404,3.64631e-05,7.0,2.45574e-05,4.99083e-05,1.0,11.0
798,Howard,IA,9809,3.0,3.058415740646345,4.3095799999999995e-05,4.0,3.01684e-05,6.06845e-05,0.0,7.0
799,Humboldt,IA,10756,3.0,2.7891409445890667,4.187475e-05,4.0,2.87818e-05,5.84032e-05,1.0,8.0
800,Ida,IA,8365,4.0,4.781829049611477,4.572575e-05,4.0,3.00503e-05,6.02749e-05,1.0,7.0
801,Iowa,IA,14630,4.0,2.7341079972658924,4.097025e-05,6.0,2.77032e-05,5.59316e-05,2.0,10.0
802,Jackson,IA,19950,5.0,2.5062656641604013,3.90575e-05,8.0,2.64319e-05,5.2086e-05,2.0,12.0
803,Jasper,IA,34795,11.0,3.161373760597787,3.886085e-05,13.0,2.78875e-05,5.06725e-05,6.0,20.0
804,Jefferson,IA,16310,6.0,3.678724708767627,4.317625e-05,7.0,3.0234e-05,5.79221e-05,2.0,11.0
805,Johnson,IA,96119,14.0,1.4565278456912785,2.42349e-05,23.0,1.73026e-05,3.09114e-05,14.0,33.0
806,Jones,IA,19444,8.0,4.114379757251595,4.397135e-05,8.0,2.92711e-05,5.77036e-05,4.0,14.0
807,Keokuk,IA,11624,2.0,1.720578114246387,3.99991e-05,5.0,2.61593e-05,5.52431e-05,1.0,8.0
808,Kossuth,IA,18591,6.0,3.227368081329676,4.16511e-05,8.0,2.86738e-05,5.57307e-05,3.0,13.0
809,Lee,IA,38687,16.0,4.135756197172177,4.350835e-05,17.0,3.14561e-05,5.54655e-05,8.0,24.0
810,Linn,IA,168767,32.0,1.8961052812457413,2.436035e-05,41.0,1.88797e-05,2.98318e-05,25.0,53.0
811,Louisa,IA,11592,3.0,2.587991718426501,4.11017e-05,5.0,2.71484e-05,5.55843e-05,1.0,8.0
812,Lucas,IA,9070,2.0,2.205071664829107,4.18244e-05,4.0,2.62808e-05,5.6529e-05,1.0,7.0
813,Lyon,IA,11952,6.0,5.02008032128514,4.64416e-05,5.0,3.26232e-05,6.36919e-05,1.0,9.0
814,Madison,IA,12483,4.0,3.204357926780421,4.2778800000000005e-05,5.0,2.8152e-05,5.74811e-05,1.0,9.0
815,Mahaska,IA,21522,6.0,2.787844995818232,3.9768099999999996e-05,8.0,2.76234e-05,5.26773e-05,2.0,13.0
816,Marion,IA,30001,14.0,4.666511116296123,4.586975e-05,13.0,3.35521e-05,5.88344e-05,6.0,20.0
817,Marshall,IA,38276,13.0,3.396384157174208,3.96864e-05,15.0,2.84795e-05,5.15663e-05,8.0,23.0
818,Mills,IA,13202,4.0,3.0298439630359035,4.2382699999999997e-05,5.0,2.739e-05,5.60296e-05,1.0,9.0
819,Mitchell,IA,10928,7.0,6.405563689604684,4.93798e-05,5.0,3.39998e-05,6.47681e-05,1.0,9.0
820,Monona,IA,10034,3.0,2.9898345624875424,4.2803e-05,4.0,2.80874e-05,5.73451e-05,0.0,7.0
821,Monroe,IA,8114,5.0,6.162188809465122,4.87286e-05,4.0,3.21678e-05,6.55671e-05,1.0,7.0
822,Montgomery,IA,12076,3.0,2.484266313348791,4.12282e-05,5.0,2.69698e-05,5.54591e-05,1.0,8.0
823,Muscatine,IA,39907,6.0,1.5034956273335505,3.07733e-05,12.0,2.12139e-05,4.07629e-05,4.0,18.0
824,O'brien,IA,15444,0.0,0.0,3.36439e-05,5.0,2.17745e-05,4.6797e-05,1.0,9.0
825,Osceola,IA,7267,0.0,0.0,3.863835e-05,3.0,2.47962e-05,5.42883e-05,0.0,5.0
826,Page,IA,16870,3.0,1.7783046828689983,3.751355e-05,6.0,2.47844e-05,5.08806e-05,1.0,10.0
827,Palo alto,IA,10669,0.0,0.0,3.6395e-05,4.0,2.25296e-05,4.98363e-05,1.0,7.0
828,Plymouth,IA,23388,9.0,3.8481272447408927,4.302415e-05,10.0,2.9547e-05,5.51859e-05,3.0,15.0
829,Pocahontas,IA,9525,3.0,3.1496062992125986,4.325645e-05,4.0,2.89312e-05,5.82752e-05,1.0,7.0
830,Polk,IA,327140,97.0,2.96509139817815,3.1482750000000006e-05,103.0,2.67081e-05,3.62512e-05,80.0,125.0
831,Pottawattamie,IA,82628,26.0,3.146633102580239,3.631255e-05,30.0,2.74619e-05,4.54527e-05,17.0,40.0
832,Poweshiek,IA,19033,4.0,2.1016129879682657,3.78241e-05,7.0,2.43709e-05,5.032e-05,2.0,12.0
833,Ringgold,IA,5420,5.0,9.22509225092251,5.075475e-05,3.0,3.51237e-05,6.80683e-05,0.0,5.0
834,Sac,IA,12324,1.0,0.8114248620577735,3.708475e-05,4.0,2.45172e-05,5.16939e-05,1.0,8.0
835,Scott,IA,150979,35.0,2.3182031938216574,2.8133499999999998e-05,42.0,2.17644e-05,3.43044e-05,28.0,56.0
836,Shelby,IA,13230,9.0,6.802721088435374,5.0669850000000004e-05,7.0,3.54525e-05,6.66712e-05,2.0,11.0
837,Sioux,IA,29903,1.0,0.3344146072300438,2.8130299999999997e-05,8.0,1.84818e-05,3.8631e-05,2.0,13.0
838,Story,IA,74252,11.0,1.4814415773312504,2.5786349999999997e-05,19.0,1.81071e-05,3.36507e-05,10.0,28.0
839,Tama,IA,17419,5.0,2.8704288420690047,4.06314e-05,7.0,2.79354e-05,5.4698e-05,3.0,12.0
840,Taylor,IA,7114,3.0,4.217036828788304,4.51571e-05,3.0,3.03364e-05,6.16861e-05,0.0,6.0
841,Union,IA,12750,9.0,7.058823529411765,5.10221e-05,6.0,3.69132e-05,6.81061e-05,2.0,11.0
842,Van buren,IA,7676,0.0,0.0,3.855995e-05,3.0,2.45947e-05,5.30615e-05,0.0,6.0
843,Wapello,IA,35687,12.0,3.362569002718077,3.97723e-05,14.0,2.80144e-05,5.09296e-05,7.0,21.0
844,Warren,IA,36033,10.0,2.775233813448783,3.7204049999999995e-05,13.0,2.62894e-05,4.92072e-05,5.0,20.0
845,Washington,IA,19612,5.0,2.5494595145829084,3.930785e-05,8.0,2.66855e-05,5.29437e-05,2.0,12.0
846,Wayne,IA,7067,3.0,4.245082779114192,4.53339e-05,3.0,3.04615e-05,6.23657e-05,0.0,6.0
847,Webster,IA,40342,11.0,2.7266868276238165,3.6703000000000004e-05,15.0,2.59196e-05,4.76835e-05,6.0,21.0
848,Winnebago,IA,12122,0.0,0.0,3.56957e-05,4.0,2.24174e-05,4.95443e-05,1.0,8.0
849,Winneshiek,IA,20847,6.0,2.878111958555188,3.9810050000000004e-05,8.0,2.7226e-05,5.30561e-05,3.0,13.0
850,Woodbury,IA,98276,18.0,1.8315763767349096,2.66576e-05,26.0,1.9769e-05,3.44373e-05,14.0,36.0
851,Worth,IA,7991,6.0,7.508447002878237,5.01763e-05,4.0,3.37381e-05,6.60321e-05,0.0,7.0
852,Wright,IA,14269,2.0,1.401639918704885,3.79876e-05,5.0,2.52149e-05,5.15033e-05,1.0,9.0
853,Allen,KS,14638,7.0,4.78207405383249,4.5864799999999995e-05,7.0,3.16053e-05,6.18804e-05,2.0,11.0
854,Anderson,KS,7803,4.0,5.126233499935922,4.6478900000000007e-05,3.0,3.1025e-05,6.26755e-05,1.0,7.0
855,Atchison,KS,16932,6.0,3.543586109142452,4.225125e-05,7.0,2.86844e-05,5.58321e-05,2.0,12.0
856,Barber,KS,5874,3.0,5.107252298263535,4.649315e-05,3.0,3.03991e-05,6.33341e-05,0.0,5.0
857,Barton,KS,29382,5.0,1.701722142808522,3.43937e-05,10.0,2.29997e-05,4.49187e-05,3.0,15.0
858,Bourbon,KS,14966,4.0,2.6727248429774155,4.0620699999999995e-05,6.0,2.63213e-05,5.45248e-05,1.0,10.0
859,Brown,KS,11128,5.0,4.493170381020849,4.57509e-05,5.0,3.13632e-05,6.11013e-05,1.0,9.0
860,Butler,KS,50580,13.0,2.5701858442071965,3.46924e-05,17.0,2.56574e-05,4.59631e-05,8.0,25.0
861,Chase,KS,3021,1.0,3.3101621979477,4.4840700000000006e-05,1.0,2.75056e-05,6.11442e-05,0.0,3.0
862,Chautauqua,KS,4407,1.0,2.269117313365101,4.353235e-05,2.0,2.85189e-05,5.98928e-05,0.0,4.0
863,Cherokee,KS,21374,5.0,2.339290727051558,3.81146e-05,8.0,2.60457e-05,5.07856e-05,3.0,13.0
864,Cheyenne,KS,3243,1.0,3.0835646006783843,4.4754e-05,1.0,2.87878e-05,6.16342e-05,0.0,3.0
865,Clark,KS,2418,2.0,8.271298593879239,4.7526e-05,1.0,3.17197e-05,6.45688e-05,0.0,3.0
866,Clay,KS,9158,0.0,0.0,3.778605e-05,3.0,2.53478e-05,5.21093e-05,0.0,6.0
867,Cloud,KS,11023,4.0,3.62877619522816,4.3770500000000004e-05,5.0,2.9787e-05,5.89067e-05,1.0,8.0
868,Coffey,KS,8404,4.0,4.75963826749167,4.5732800000000004e-05,4.0,3.2296e-05,6.23379e-05,1.0,7.0
869,Comanche,KS,2313,1.0,4.32338953739732,4.571405e-05,1.0,2.92082e-05,6.20446e-05,0.0,3.0
870,Cowley,KS,36915,12.0,3.2507110930516045,3.9244550000000004e-05,14.0,2.79778e-05,5.1211e-05,6.0,21.0
871,Crawford,KS,35568,14.0,3.936122357174989,4.26309e-05,15.0,3.0186e-05,5.42041e-05,7.0,22.0
872,Decatur,KS,4021,2.0,4.973887092762994,4.5878500000000005e-05,2.0,3.05843e-05,6.30787e-05,0.0,4.0
873,Dickinson,KS,18958,9.0,4.747336216900517,4.604815e-05,9.0,3.28234e-05,6.07716e-05,3.0,14.0
874,Doniphan,KS,8134,5.0,6.1470371281042535,4.787665e-05,4.0,3.18588e-05,6.39643e-05,1.0,7.0
875,Douglas,KS,81798,12.0,1.4670285337049804,2.51558e-05,20.0,1.75701e-05,3.24377e-05,10.0,29.0
876,Edwards,KS,3787,1.0,2.6406126221283337,4.402415e-05,2.0,2.90787e-05,6.1462e-05,0.0,4.0
877,Elk,KS,3327,2.0,6.011421701232342,4.645145e-05,1.0,3.03115e-05,6.38529e-05,0.0,3.0
878,Ellis,KS,26004,11.0,4.230118443316414,4.417195e-05,11.0,3.16473e-05,5.72419e-05,5.0,17.0
879,Ellsworth,KS,6586,4.0,6.073489219556636,4.74191e-05,3.0,3.12738e-05,6.40183e-05,0.0,6.0
880,Finney,KS,33070,7.0,2.1167221046265494,3.484935e-05,11.0,2.4876e-05,4.60739e-05,4.0,17.0
881,Ford,KS,27463,5.0,1.820631394967775,3.5117300000000003e-05,10.0,2.40802e-05,4.70236e-05,3.0,15.0
882,Franklin,KS,21994,10.0,4.546694553059925,4.585835e-05,10.0,3.19208e-05,5.91496e-05,3.0,15.0
883,Geary,KS,30453,3.0,0.9851246182642104,3.0588899999999994e-05,9.0,2.08506e-05,4.16566e-05,4.0,15.0
884,Gove,KS,3231,0.0,0.0,4.2353950000000005e-05,1.0,2.75971e-05,5.88367e-05,0.0,3.0
885,Graham,KS,3543,1.0,2.822466836014677,4.451835e-05,1.0,2.89364e-05,6.11492e-05,0.0,3.0
886,Grant,KS,7159,0.0,0.0,3.937135e-05,3.0,2.56171e-05,5.55609e-05,0.0,5.0
887,Gray,KS,5396,1.0,1.853224610822832,4.241895e-05,2.0,2.77003e-05,5.77009e-05,0.0,5.0
888,Greeley,KS,1774,0.0,0.0,4.319185e-05,1.0,2.88916e-05,6.12549e-05,0.0,2.0
889,Greenwood,KS,7847,6.0,7.646234229641901,5.003e-05,4.0,3.33801e-05,6.62769e-05,1.0,7.0
890,Hamilton,KS,2388,1.0,4.187604690117253,4.606735e-05,1.0,3.00595e-05,6.29424e-05,0.0,3.0
891,Harper,KS,7124,4.0,5.614823133071309,4.694395e-05,3.0,3.25852e-05,6.48591e-05,0.0,6.0
892,Harvey,KS,31028,9.0,2.9006059043444634,3.84829e-05,12.0,2.68018e-05,4.99665e-05,6.0,18.0
893,Haskell,KS,3886,1.0,2.573340195573855,4.43655e-05,2.0,2.72996e-05,5.99857e-05,0.0,4.0
894,Hodgeman,KS,2177,0.0,0.0,4.334945e-05,1.0,2.69571e-05,5.96069e-05,0.0,2.0
895,Jackson,KS,11525,4.0,3.470715835140998,4.35639e-05,5.0,2.90229e-05,5.81892e-05,0.0,8.0
896,Jefferson,KS,15905,4.0,2.5149324111914493,3.991595e-05,6.0,2.6828e-05,5.38757e-05,1.0,10.0
897,Jewell,KS,4251,1.0,2.352387673488592,4.37945e-05,2.0,2.77643e-05,5.92464e-05,0.0,4.0
898,Johnson,KS,355054,72.0,2.0278605507894576,2.29947e-05,82.0,1.88583e-05,2.69774e-05,59.0,100.0
899,Kearny,KS,4027,1.0,2.4832381425378696,4.359745e-05,2.0,2.80265e-05,6.04042e-05,0.0,4.0
900,Kingman,KS,8292,2.0,2.41196333815726,4.2511250000000004e-05,3.0,2.77579e-05,5.79289e-05,0.0,6.0
901,Kiowa,KS,3660,0.0,0.0,4.224755e-05,1.0,2.74749e-05,5.87313e-05,0.0,3.0
902,Labette,KS,23693,6.0,2.532393533955177,3.848245e-05,9.0,2.69958e-05,5.1388e-05,3.0,14.0
903,Lane,KS,2375,0.0,0.0,4.360015e-05,1.0,2.73202e-05,6.01625e-05,0.0,2.0
904,Leavenworth,KS,64371,12.0,1.864193503285641,2.935125e-05,19.0,2.11198e-05,3.81966e-05,9.0,27.0
905,Lincoln,KS,3653,1.0,2.737476047084588,4.3985e-05,1.0,2.88977e-05,6.00997e-05,0.0,3.0
906,Linn,KS,8254,3.0,3.63460140537921,4.40144e-05,3.0,3.04233e-05,6.06638e-05,0.0,6.0
907,Logan,KS,3081,1.0,3.245699448231094,4.43785e-05,1.0,2.87981e-05,6.07698e-05,0.0,3.0
908,Lyon,KS,34732,4.0,1.1516756881262238,3.035325e-05,10.0,2.06495e-05,4.08422e-05,4.0,16.0
909,Marion,KS,12888,5.0,3.879577901924271,4.39706e-05,6.0,2.98883e-05,5.86939e-05,2.0,10.0
910,Marshall,KS,11705,6.0,5.126014523707817,4.655425e-05,5.0,3.1078e-05,6.27123e-05,1.0,9.0
911,Mcpherson,KS,27268,0.0,0.0,2.78359e-05,7.0,1.77532e-05,3.82273e-05,2.0,12.0
912,Meade,KS,4247,1.0,2.3546032493524844,4.341125e-05,2.0,2.88526e-05,6.02624e-05,0.0,4.0
913,Miami,KS,23466,4.0,1.704593880507969,3.53332e-05,8.0,2.42303e-05,4.75838e-05,2.0,13.0
914,Mitchell,KS,7203,0.0,0.0,3.9095049999999994e-05,3.0,2.35013e-05,5.27314e-05,0.0,5.0
915,Montgomery,KS,38816,16.0,4.122011541632316,4.30887e-05,17.0,3.15573e-05,5.52641e-05,8.0,24.0
916,Morris,KS,6198,2.0,3.2268473701193936,4.4165150000000005e-05,3.0,2.97804e-05,6.09493e-05,0.0,5.0
917,Morton,KS,3480,0.0,0.0,4.229985e-05,1.0,2.74467e-05,5.92583e-05,0.0,3.0
918,Nemaha,KS,10446,4.0,3.829216925138809,4.42734e-05,4.0,3.04983e-05,5.87907e-05,1.0,8.0
919,Neosho,KS,17035,1.0,0.587026709715292,3.438075e-05,6.0,2.15368e-05,4.6627e-05,2.0,10.0
920,Ness,KS,4033,2.0,4.959087527894868,4.58174e-05,2.0,3.07062e-05,6.26276e-05,0.0,4.0
921,Norton,KS,5947,3.0,5.044560282495375,4.608e-05,3.0,2.95264e-05,6.25547e-05,0.0,5.0
922,Osage,KS,15248,5.0,3.2791185729275973,4.2093049999999995e-05,6.0,2.88731e-05,5.70244e-05,1.0,10.0
923,Osborne,KS,4867,1.0,2.054653790836244,4.27351e-05,2.0,2.69364e-05,5.8379e-05,0.0,4.0
924,Ottawa,KS,5634,1.0,1.774937877174299,4.2217249999999996e-05,2.0,2.844e-05,5.86568e-05,0.0,5.0
925,Pawnee,KS,7555,2.0,2.647253474520185,4.2870699999999996e-05,3.0,2.75475e-05,5.8515e-05,0.0,6.0
926,Phillips,KS,6590,4.0,6.0698027314112295,4.7334e-05,3.0,3.21052e-05,6.40709e-05,0.0,6.0
927,Pottawatomie,KS,16128,3.0,1.8601190476190477,3.8846699999999995e-05,6.0,2.58518e-05,5.21043e-05,1.0,10.0
928,Pratt,KS,9702,1.0,1.030715316429602,3.9137499999999996e-05,4.0,2.3877e-05,5.2827e-05,1.0,7.0
929,Rawlins,KS,3404,2.0,5.875440658049354,4.66545e-05,1.0,2.96291e-05,6.33541e-05,0.0,3.0
930,Reno,KS,62389,30.0,4.808539966981359,4.692595e-05,29.0,3.68676e-05,5.82488e-05,17.0,39.0
931,Republic,KS,6482,3.0,4.62820117247763,4.557375e-05,3.0,3.11993e-05,6.23562e-05,0.0,5.0
932,Rice,KS,10610,10.0,9.42507068803016,5.51787e-05,6.0,3.75526e-05,7.13265e-05,2.0,10.0
933,Riley,KS,67139,7.0,1.04261308628368,2.40959e-05,16.0,1.67844e-05,3.16944e-05,8.0,24.0
934,Rooks,KS,6039,1.0,1.6559032952475576,4.199045e-05,2.0,2.80727e-05,5.93313e-05,0.0,5.0
935,Rush,KS,3842,1.0,2.602811035918793,4.3834299999999995e-05,2.0,2.72481e-05,5.87465e-05,0.0,4.0
936,Russell,KS,7835,1.0,1.2763241863433312,4.05854e-05,3.0,2.6767e-05,5.61911e-05,0.0,6.0
937,Saline,KS,49301,10.0,2.028356422790613,3.18092e-05,15.0,2.2459e-05,4.06838e-05,8.0,23.0
938,Scott,KS,5289,2.0,3.781433163168842,4.482435e-05,2.0,2.96354e-05,6.19602e-05,0.0,5.0
939,Sedgwick,KS,403662,92.0,2.279134523437926,2.49282e-05,100.0,2.1023e-05,2.88169e-05,78.0,123.0
940,Seward,KS,18743,3.0,1.600597556421064,3.65755e-05,7.0,2.56195e-05,5.12642e-05,2.0,11.0
941,Shawnee,KS,160976,46.0,2.857568830136169,3.20784e-05,51.0,2.54413e-05,3.83976e-05,35.0,66.0
942,Sheridan,KS,3043,2.0,6.572461386789352,4.69629e-05,1.0,3.13991e-05,6.39368e-05,0.0,3.0
943,Sherman,KS,6926,4.0,5.775339301183945,4.72905e-05,3.0,3.17758e-05,6.41922e-05,0.0,6.0
944,Smith,KS,5078,3.0,5.907837731390311,4.6818100000000005e-05,2.0,3.15999e-05,6.45551e-05,0.0,5.0
945,Stafford,KS,5365,3.0,5.591798695246971,4.684255e-05,2.0,3.12776e-05,6.44889e-05,0.0,5.0
946,Stanton,KS,2333,0.0,0.0,4.321425e-05,1.0,2.61441e-05,5.83802e-05,0.0,2.0
947,Stevens,KS,5048,2.0,3.961965134706815,4.483935e-05,2.0,2.97303e-05,6.10649e-05,0.0,4.0
948,Sumner,KS,25841,17.0,6.578692775047406,5.29674e-05,14.0,3.94283e-05,6.87085e-05,6.0,20.0
949,Thomas,KS,8258,1.0,1.2109469605231291,4.0197900000000004e-05,3.0,2.54991e-05,5.43946e-05,0.0,6.0
950,Trego,KS,3694,2.0,5.414185165132648,4.600005e-05,2.0,3.03544e-05,6.31111e-05,0.0,4.0
951,Wabaunsee,KS,6603,2.0,3.028926245645919,4.35673e-05,3.0,2.88057e-05,5.88152e-05,0.0,5.0
952,Wallace,KS,1821,0.0,0.0,4.34671e-05,1.0,2.88049e-05,6.06036e-05,0.0,2.0
953,Washington,KS,7073,2.0,2.827654460624912,4.281145e-05,3.0,2.8378e-05,5.91465e-05,0.0,6.0
954,Wichita,KS,2758,0.0,0.0,4.3111299999999995e-05,1.0,2.79896e-05,6.0752e-05,0.0,3.0
955,Wilson,KS,10289,5.0,4.859558752065312,4.63493e-05,5.0,3.07489e-05,6.15949e-05,1.0,8.0
956,Woodson,KS,4116,3.0,7.288629737609329,4.80742e-05,2.0,3.24336e-05,6.54856e-05,0.0,4.0
957,Wyandotte,KS,161993,40.0,2.4692424981326355,2.90215e-05,47.0,2.28777e-05,3.51172e-05,30.0,61.0
